English,Kiswahili,Domain
"By 3 days ago EU urges Tanzanian authorities to exercise restraint amid post election unrest British High Commission in Tanzania advises against all but essential travel to the country, cites disruption and unrest following the October 29 election.","Kufikia siku 3 zilizopita EU inawasihi mamlaka za Tanzania kujizuia kutokana na ghasia za baada ya uchaguzi. Ubalozi Mkuu wa Uingereza nchini Tanzania unashauri dhidi ya safari zote isipokuwa muhimu kwenda nchini humo, unataja usumbufu na machafuko kufuatia uchaguzi wa Oktoba 29.",Governance
"Mark your calendars for the upcoming Agricultural Show, a key event for stakeholders in the livestock sector.","Weka alama kwenye kalenda zako kwa ajili ya Maonyesho ya Kilimo yajayo, tukio muhimu kwa wadau katika sekta ya mifugo.",Agriculture
Improving Nutrition with the Graduation Approach: A Technical Learning Brief (December 2023),Kuboresha Lishe kwa Mbinu ya Kuhitimu: Muhtasari wa Mafunzo ya Kiufundi (Desemba 2023),Disaster/Health
WFP Kenya Country Brief August 2025,Muhtasari wa Nchi wa WFP Kenya Agosti 2025,Disaster/Health
A terror cell in Lamu was dismantled and suspects arrested in a joint security operation.,Kikosi cha ugaidi huko Lamu kilivunjwa na washukiwa walikamatwa katika operesheni ya pamoja ya usalama.,Security
"Foods like beans, greens, and liver prevent anemia and support child development.","Vyakula kama vile maharagwe, mboga za majani, na ini huzuia upungufu wa damu na husaidia ukuaji wa mtoto.",Health
"CGAN takes these specific conditions—like temperature, humidity, or wind patterns—and uses them to generate realistic future climate scenarios.","CGAN inachukua hali hizi mahususi—kama vile halijoto, unyevunyevu, au mifumo ya upepo—na kuzitumia kuzalisha hali halisi za hali ya hewa za siku zijazo.",Disaster/Health
Pregnant women living with HIV should attend clinic early to receive antiretroviral therapy and prevent transmission to the baby.,Wanawake wajawazito wanaoishi na VVU wanapaswa kuhudhuria kliniki mapema ili kupata tiba ya kupunguza makali ya virusi vya ukimwi na kuzuia maambukizi kwa mtoto.,Health
County Government encourages members of the public to exercise caution regarding to ensure public safety.,Serikali ya Kaunti inawahimiza wananchi kuwa waangalifu kuhusu kuhakikisha usalama wa umma.,Governance
"Food prices also remain a persistent stressor, while excessive rainfall and flooding in 2024 disrupted livelihoods and damaged infrastructure, particularly affecting host communities reliant on agriculture and livestock.","Bei ya vyakula pia inasalia kuwa mkazo unaoendelea, wakati mvua nyingi na mafuriko katika 2024 yalitatiza maisha na miundombinu iliyoharibiwa, haswa kuathiri jamii zinazotegemea kilimo na mifugo.",Disaster/Health
"Overall, the results point to a sharp refugee labor market shock alongside limited absorptive capacity in host labor markets.","Kwa ujumla, matokeo yanaonyesha mshtuko mkali wa soko la ajira la wakimbizi sambamba na uwezo mdogo wa kufyonza katika soko la ajira mwenyeji.",Disaster/Health
Kenya | Floods and landslides - DG ECHO Daily Map | 30/04/2026,Kenya | Mafuriko na maporomoko ya ardhi - Ramani ya Kila Siku ya DG ECHO | 30/04/2026,Disaster/Health
Be cautious of strangers asking for personal or financial information.,Kuwa mwangalifu dhidi ya wageni wanaouliza taarifa binafsi au za kifedha.,Security
"Government declared a nationwide high-alert and urged citizens to remain calm, report suspicious activity, and cooperate with security agencies.","Serikali ilitangaza tahadhari kubwa kitaifa na kuwasihi raia kuwa watulivu, kuripoti shughuli zinazotiliwa shaka, na kushirikiana na vyombo vya usalama.",Security
Kajiado County: Drought Early Warning Bulletin for October 2023,Kaunti ya Kajiado: Taarifa ya Onyo la Mapema kuhusu Ukame ya Oktoba 2023,Disaster/Health
Enhanced airport and public‑space security aims to protect visitors.,Usalama ulioimarishwa wa viwanja vya ndege na anga za umma unalenga kuwalinda wageni.,Security
Universities encouraged to develop and utilize Open Educational Resources (OER) for wider access to learning materials.,Vyuo vikuu vinahimizwa kutoa mafunzo kuhusu teknolojia zinazoibuka ili kuwaandaa wanafunzi kwa ajili ya masoko ya kazi ya siku zijazo.,Education
Fund programs! Support mental health in schools.,Fadhili programu! Saidia afya ya akili shuleni.,Education
"KENYA (HEAD) OFFICE. ILRI Campus, Naivasha Road P.O. Box 30709-00100. Nairobi, Kenya Â· NIGERIA OFFICE. 4th Floor, Bank of Agriculture Building, 162 Independence ...","OFISI YA KENYA (MKUU). Kampasi ya ILRI, Barabara ya Naivasha S.L.P. 30709-00100. Nairobi, Kenya Â· OFISI YA NIGERIA. Ghorofa ya 4, Jengo la Benki ya Kilimo, 162 Uhuru ...",Agriculture
Poultry farmers in the US adopt Marekâ€™s disease vaccines to protect chickens from viral infections.,Wafugaji wa kuku nchini Marekani wanatumia chanjo za ugonjwa wa Marek ili kuwalinda kuku kutokana na maambukizi ya virusi.,Agriculture
The public is encouraged to remain vigilant about to enhance transparency.,Umma unahimizwa kuwa macho ili kuongeza uwazi.,Governance
Assistant County Commissioner Phebians Olungah sheds light on the Government's Promises on Education. He urges Kenyans to be realistic about their expectations.,Kamishna Msaidizi wa Kaunti Phebians Olungah aangazia Ahadi za Serikali kuhusu Elimu. Anawasihi Wakenya kuwa na mtazamo wa kweli kuhusu matarajio yao.,Governance
Set boundaries and fuel your mind with positive vibes,Weka mipaka na uiongezee akili yako hisia chanya,Health
Wajir County: Drought Early Warning Bulletin for August 2023,Kaunti ya Wajir: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Agosti 2023,Disaster/Health
Train staff! Teach fire safety protocols in schools.,Wafunze wafanyakazi! Wafundishe taratibu za usalama wa moto shuleni.,Education
Islamic Relief steps up response to deadly floods in Kenya,Islamic Relief yaongeza kasi ya kukabiliana na mafuriko makubwa nchini Kenya,Disaster/Health
Meru (Meru-North) County: Drought Early Warning Bulletin for March 2022,Kaunti ya Meru (Meru-Kaskazini): Taarifa ya Onyo la Mapema kuhusu Ukame Machi 2022,Disaster/Health
Meru residents urged to elect leaders of integrity.,Wakazi wa Meru wahimizwa kuwachagua viongozi waadilifu.,Governance
"Floods are common in Kenya during rainy seasons. Learn evacuation routes, store emergency supplies, and avoid flooded areas to protect lives and property.","Mafuriko ni ya kawaida nchini Kenya wakati wa mvua. Jifunze njia za kuhama, hifadhi vifaa vya dharura, na epuka maeneo yaliyofurika ili kulinda maisha na mali.",Security
WFP Kenya Country Brief November 2025,Muhtasari wa Nchi wa WFP Kenya Novemba 2025,Disaster/Health
"Kakamega County gov't orders closure of all public mortuaries, Governor Oparanya advises residents to bury their dead immediately.","Serikali ya Kaunti ya Kakamega yaamuru kufungwa kwa vyumba vyote vya kuhifadhia maiti vya umma, Gavana Oparanya awashauri wakazi kuzika wafu wao mara moja.",Health
"WFP Kenya Country Brief, January 2023","Muhtasari wa Nchi wa WFP Kenya, Januari 2023",Disaster/Health
Develop your agribusiness enterprise by focusing on land use to improve profitability and sustainability in grains.,Endeleza biashara yako ya kilimo kwa kuzingatia matumizi ya ardhi ili kuboresha faida na uendelevu wa nafaka.,Agriculture
Kenya: Registered refugees and asylum-seekers (as of 31 May 2024),Kenya: Wakimbizi waliosajiliwa na wanaotafuta hifadhi (kuanzia tarehe 31 Mei 2024),Disaster/Health
"Indicators of stress:easily irritable,anxious,panic attacks,sleeping problems,social withdrawal,irritability","Viashiria vya msongo wa mawazo: kukasirika kwa urahisi, wasiwasi, mashambulizi ya hofu, matatizo ya usingizi, kujitenga na watu, kuwashwa",Health
"Deworming children every six months improves their growth, energy levels, and school performance.","Kutoa dawa za minyoo kwa watoto kila baada ya miezi sita huboresha ukuaji wao, viwango vya nishati, na utendaji wao shuleni.",Health
Turkana County: Drought Early Warning Bulletin for January 2023,Kaunti ya Turkana: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Januari 2023,Disaster/Health
Access EduTV via Kenya Education Cloud.,Fikia EduTV kupitia Wingu la Elimu la Kenya.,Education
"Homes and schools in disaster-prone areas should meet safety standards to withstand floods, earthquakes, and storms.","Nyumba na shule katika maeneo yanayokumbwa na majanga zinapaswa kufikia viwango vya usalama ili kustahimili mafuriko, matetemeko ya ardhi, na dhoruba.",Security
Older adults need tailored evacuation plans. Identify caregivers and accessible shelters in advance.,Wazee wanahitaji mipango maalum ya uokoaji. Tambua walezi na makazi yanayoweza kufikiwa mapema.,Security
Project documents education struggles and hopes for rural girls.,Mradi unaonyesha mapambano ya elimu na matumaini kwa wasichana wa vijijini.,Education
"It establishes the National Disaster Risk Management Authority and County Disaster Risk Management Committees, tasked with coordinating response, issuing early warnings, and ensuring that resources reach affected communities in a timely manner.","Inaanzisha Mamlaka ya Kitaifa ya Kudhibiti Hatari ya Maafa na Kamati za Kudhibiti Hatari za Majanga za Kaunti, zilizopewa jukumu la kuratibu majibu, kutoa maonyo ya mapema, na kuhakikisha kuwa rasilimali zinafikia jamii zilizoathiriwa kwa wakati ufaao.",Disaster/Health
Control fall armyworm in an environmentally friendly way using Integrated Pest Management (IPM) techniques suitable for onions.,Dhibiti viwavijeshi vya kuanguka kwa njia rafiki kwa mazingira kwa kutumia mbinu za Usimamizi Jumuishi wa Wadudu (IPM) zinazofaa kwa vitunguu.,Agriculture
"Host communities face a parallel challenge: chronically weak labor demand in Turkana and Garissa, compounded by shrinking aid that further contracts service‑oriented camp economies.","Jumuiya mwenyeji zinakabiliwa na changamoto sambamba: mahitaji dhaifu ya wafanyikazi huko Turkana na Garissa, yakichangiwa na kupungua kwa misaada ambayo inaweka kandarasi zaidi uchumi wa kambi unaozingatia huduma.",Disaster/Health
Makueni County: Drought Early Warning Bulletin for September 2023,Kaunti ya Makueni: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Septemba 2023,Disaster/Health
Addressing immediate humanitarian needs while strengthening resilience is essential to help communities withstand future shocks.,Kushughulikia mahitaji ya haraka ya kibinadamu huku ukiimarisha uthabiti ni muhimu ili kusaidia jamii kuhimili mishtuko ya siku zijazo.,Disaster/Health
Kitui County: Drought Early Warning Bulletin for April 2024,Kaunti ya Kitui: Taarifa ya Onyo la Mapema kuhusu Ukame Aprili 2024,Disaster/Health
Kenya Situation Update | December 2023: Examining Local Community Peace Agreements as Alternative Routes to Peace,Sasisho la Hali ya Kenya | Desemba 2023: Kukagua Makubaliano ya Amani ya Jumuiya ya Maeneo Kama Njia Mbadala za Amani,Disaster/Health
WFP Kenya Country Brief July 2025,Muhtasari wa Nchi wa WFP wa Kenya Julai 2025,Disaster/Health
Teachers submit lesson plans for CBC 2023.,Walimu wanawasilisha mipango ya masomo kwa ajili ya CBC 2023.,Education
"Sunken eyes, dry mouth, and less urine may indicate dehydration. Give fluids and seek care.","Macho yaliyozama, mdomo mkavu, na mkojo mdogo vinaweza kuonyesha upungufu wa maji mwilini. Mpe maji na utafute huduma.",Health
"This builds on early action and interventions supported by IFRC’sDisaster Response Emergency Fund, which was activated as conditions deteriorated from late 2024 into 2025 and enabled rapid, targeted scale-up of the crisis response.","Hili linatokana na hatua za mapema na uingiliaji kati unaoungwa mkono na Hazina ya Dharura ya Kukabiliana na Maafa ya IFRC, ambayo ilianzishwa huku hali zikiendelea kuzorota kutoka mwishoni mwa 2024 hadi 2025 na kuwezesha uongezaji wa haraka, uliolengwa wa mwitikio wa janga.",Disaster/Health
Urban gardening allows city dwellers to grow food. Explore techniques like container gardening and vertical growing for avocados.,Ulimaji wa bustani mijini huwawezesha wakazi wa mijini kulima chakula. Chunguza mbinu kama vile ulimaji wa kwenye vyombo na ulimaji wima wa parachichi.,Agriculture
Marsabit County: Drought Early Warning Bulletin for April 2022,Kaunti ya Marsabit: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Aprili 2022,Disaster/Health
Makueni County: Drought Early Warning Bulletin for April 2024,Kaunti ya Makueni: Taarifa ya Onyo la Mapema kuhusu Ukame Aprili 2024,Disaster/Health
"This Fathers Day, lets shine a light on mens mental health. To all the dads out there, your well-being matters. Take time to prioritize your mental health and reach out for support when needed.","Siku hii ya Baba, hebu tuangazie afya ya akili ya wanaume. Kwa akina baba wote, ustawi wako ni muhimu. Chukua muda wa kuweka kipaumbele afya yako ya akili na uwasiliane na usaidizi unapohitajika.",Health
"This Local Manufacturing Strategy is structured to position Kenya’s healthcare as an investment for social impact, equity, economic growth, commercial traction, and sustainability.","Mkakati huu wa Uzalishaji wa Ndani umeundwa ili kuweka huduma ya afya ya Kenya kama kitega uchumi cha athari za kijamii, usawa, ukuaji wa uchumi, kuvutia kibiashara na uendelevu.",Health
Participate in campaigns promoting societal values and ethical behavior,Shiriki katika kampeni zinazokuza maadili ya kijamii na tabia za kimaadili,Security
"Strong soaps can irritate babys skin. Use mild, unscented options.","Sabuni kali zinaweza kuwasha ngozi ya mtoto. Tumia chaguo laini, zisizo na harufu.",Health
"Boost productivity in poultry farming through improved breeds, feeding, housing, and healthcare practices.","Kuongeza tija katika ufugaji wa kuku kupitia aina bora za kuku, ufugaji, malazi, na mbinu za afya.",Agriculture
"East Africa Regional Maize Supply and Market Outlook, 29 November 2023","Mtazamo wa Ugavi wa Mahindi katika Kanda ya Afrika Mashariki na soko, tarehe 29 Novemba 2023",Disaster/Health
All public health facilities in Kenya offer free medical services for gender-based violence survivors.,Vituo vyote vya afya vya umma nchini Kenya hutoa huduma za matibabu bila malipo kwa waathiriwa wa unyanyasaji wa kijinsia.,Security
Corruption weakens counties. Ttake a stand! Uphold ethics in public service and support anti-graft initiatives.,Rushwa hudhoofisha kaunti. Chukua msimamo! Kudumisha maadili katika utumishi wa umma na kuunga mkono mipango ya kupambana na ufisadi.,Security
"Agroforestry systems provide shade and improve microclimates for livestock, enhancing welfare and productivity.","Mifumo ya kilimo cha misitu hutoa kivuli na kuboresha hali ya hewa ndogo kwa mifugo, na hivyo kuongeza ustawi na tija.",Agriculture
Embu (Mbeere) County: Drought Early Warning Bulletin for August 2024,Kaunti ya Embu (Mbeere): Taarifa ya Onyo la Mapema kuhusu Ukame kwa Agosti 2024,Disaster/Health
Kenya: Drought - Early Action Protocol Summary (EAP2022KE02),Kenya: Ukame - Muhtasari wa Itifaki ya Hatua ya Mapema (EAP2022KE02),Disaster/Health
Epidemiological impact and cost-effectiveness analysis of COVID-19 vaccination in Kenya,Athari za janga na uchanganuzi wa ufaafu wa gharama wa chanjo ya COVID-19 nchini Kenya,Disaster/Health
Use timers for lights when away to give appearance someone is home.,Tumia vipima muda kwa ajili ya taa ukiwa mbali ili kuonyesha kama kuna mtu nyumbani.,Security
Kajiado County: Drought Early Warning Bulletin for February 2023,Kaunti ya Kajiado: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Februari 2023,Disaster/Health
IEBC voter registration in every school Nov 20ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“30 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ bring ID or birth cert!,"Usajili wa wapiga kura wa IEBC katika kila shule Novemba 20, 2020, 3 ... Ofisi ya mkuu SASA!",Education
