English,Kiswahili,Domain
"Field updates fromMandera countyillustrate this integrated approach: after mass livestock deaths were recorded inRhamu(Chabii Barr), KRCS rapidly delivered28,000 litresof safe water alongside medical outreach for vulnerable households.","Taarifa za uga kutoka kaunti ya Mandera zinaonyesha mbinu hii iliyounganishwa: baada ya vifo vingi vya mifugo kurekodiwa katika Rhamu(Chabii Barr), KRCS iliwasilisha kwa haraka lita 28,000 za maji salama pamoja na huduma za matibabu kwa kaya zilizo hatarini.",Health
"In area where markets are not feasible, weak or inaccessible, KRCS is doing thein-kind food distribution and supporting livestock protectionthrough animal feeding supplements, veterinary outreach and strategic water access.","Katika eneo ambalo masoko hayawezekani, dhaifu au hayapatikani, KRCS inafanya usambazaji wa chakula cha asili na kusaidia ulinzi wa mifugo kupitia virutubisho vya kulisha mifugo, ufikiaji wa mifugo na upatikanaji wa maji wa kimkakati.",Agriculture
Complementary school foodinterventions are helping maintain school attendance and protection of child nutrition in drought affected areas.,Afua za ziada za chakula shuleni zinasaidia kudumisha mahudhurio ya shule na ulinzi wa lishe ya watoto katika maeneo yaliyoathiriwa na ukame.,Health
"InMarsabit county(North Horr), KRCS reports reaching5,200+ householdsthrough such integrated packages, including targeted feed support alongside emergency water and food, an approach designed to stabilize incomes and prevent deeper asset loss while broader conditions remain crisis‑level.","Kaunti ya InMarsabit(North Horr), KRCS inaripoti kufikia kaya 5,200+ kupitia vifurushi hivyo vilivyounganishwa, ikiwa ni pamoja na usaidizi unaolengwa wa malisho pamoja na maji na chakula cha dharura, mbinu iliyobuniwa kuleta utulivu wa mapato na kuzuia upotevu mkubwa wa mali huku hali pana zikisalia kuwa kiwango cha mgogoro.",Disaster/Health
"InMandera North(Ashabito/Guticha/Morothile), an IFRC‑supported KRCS intervention reached 4,987 households with a combined package of emergency water, CSB++ distributions and health–nutrition services.","Katika Mandera Kaskazini(Ashabito/Guticha/Morothile), uingiliaji kati wa KRCS unaoungwa mkono na IFRC ulifikia kaya 4,987 zikiwa na kifurushi cha pamoja cha maji ya dharura, usambazaji wa CSB++ na huduma za afya-lishe.",Health
"InTurkanaandBaringo counties, KRCS supported 20 schools with fortified porridge as part of a school‑based safety net that reached about6,120 childrenfor one term together with their parents, coordinated through the County Steering Group to avoid duplication.","Katika kaunti za Turkana na Baringo, KRCS ilisaidia shule 20 kwa uji ulioimarishwa kama sehemu ya mtandao wa usalama shuleni ambao ulifikia watoto wapatao 6,120 kwa muhula mmoja pamoja na wazazi wao, ulioratibiwa kupitia Kikundi cha Uendeshaji cha Kaunti ili kuepuka kurudiwa.",Security
"In total, KRCS reports42,058 children under five provided with nutrition servicesto date under this drought response.","Kwa jumla, KRCS inaripoti watoto 42,058 walio chini ya miaka mitano waliopewa huduma za lishe hadi sasa chini ya mwitikio huu wa ukame.",Health
"Where markets are functioning, KRCS is scaling unconditional cash transfer modality to enhance household purchasing power and dignity.","Ambapo masoko yanafanya kazi, KRCS inaongeza mbinu ya uhawilishaji pesa bila masharti ili kuimarisha uwezo na heshima ya ununuzi wa kaya.",Disaster/Health
Cash and voucher assistance are coordinate through the County Steering groups and aligned with the Kenya Cash Working group guidance to avoid duplication and maximize on the impact.,Usaidizi wa pesa taslimu na vocha huratibiwa kupitia vikundi vya Uendeshaji vya Kaunti na kuunganishwa na mwongozo wa kikundi cha Kenya Cash Working ili kuepuka kurudia na kuongeza athari.,Governance
"To date,5,400 householdshave received emergency cash transfers under the drought portfolio.","Kufikia sasa, kaya 5,400 za kunyoa zilipokea uhamishaji wa pesa za dharura chini ya jalada la ukame.",Disaster/Health
"A recent example isTurkana county, where KRCS working with the County Steering Group and supported by Danish Red Cross registered2,000 vulnerable familiesfor cash while supporting 10 schools with food; the intervention was explicitly mapped against other partners to prevent overlap and close priority gaps.","Mfano wa hivi majuzi ni kaunti ya Turkana, ambapo KRCS ikifanya kazi na Kikundi cha Uendeshaji cha Kaunti na kusaidiwa na Shirika la Msalaba Mwekundu la Denmark ilisajili familia 2,000 zilizo hatarini kwa pesa taslimu huku ikisaidia shule 10 kwa chakula; uingiliaji kati ulichorwa kwa uwazi dhidi ya washirika wengine ili kuzuia mwingiliano na kuziba mapengo ya kipaumbele.",Education
"Between 2020 and 2024, Wajir and Mandera counties faced increased displacement due to prolonged droughts and subsequent flooding.","Kati ya 2020 na 2024, kaunti za Wajir na Mandera zilikabiliwa na ongezeko la watu waliohama kutokana na ukame wa muda mrefu na mafuriko yaliyofuata.",Disaster/Health
"Five consecutive failed rainy seasons devastated pastoralist livelihoods, forcing thousands of households to migrate in search of food, water, and shelter.","Misimu mitano ya mvua iliyoshindwa mfululizo iliharibu maisha ya wafugaji, na kuwalazimu maelfu ya kaya kuhama kutafuta chakula, maji na makazi.",Security
"In 2024, the March-April-May (MAM) rains brought extreme floods, further displacing communities.","Mnamo mwaka wa 2024, mvua za Machi-Aprili-Mei (MAM) zilileta mafuriko makubwa, na kusababisha watu kupoteza makazi zaidi.",Disaster/Health
"The Kenya National Drought Management Authority (NDMA) classified both counties among the hardest-hit regions in Kenya, with severe food and water shortages exacerbating the crisis.","Mamlaka ya Kitaifa ya Kukabiliana na Ukame nchini (NDMA) iliainisha kaunti zote mbili miongoni mwa mikoa iliyoathirika zaidi nchini Kenya, huku uhaba mkubwa wa chakula na maji ukizidisha mgogoro huo.",Disaster/Health
The Solutions and Mobility Index (SMI) for Wajir and Mandera aims to assess progress toward durable solutions for displaced populations (IDPs and IDP returnees).,Kielezo cha Suluhu na Uhamaji (SMI) cha Wajir na Mandera kinalenga kutathmini maendeleo kuelekea suluhu za kudumu kwa watu waliohamishwa makazi yao (IDPs na wanaorejea IDP).,Disaster/Health
"Displacement in these counties is complex, influenced by natural hazards such as drought or floods, insecurity, and resource scarcity.","Uhamisho wa watu katika kaunti hizi ni changamano, unachangiwa na majanga ya asili kama vile ukame au mafuriko, ukosefu wa usalama na uhaba wa rasilimali.",Disaster/Health
"By analyzing access to essential services, livelihoods, and social cohesion, the SMI identifies gaps in recovery efforts and informs targeted interventions.","Kwa kuchanganua ufikiaji wa huduma muhimu, riziki, na uwiano wa kijamii, SMI inatambua mapungufu katika juhudi za kurejesha na kuarifu afua zinazolengwa.",Disaster/Health
"The indicators for SMI align with the Inter-Agency Standing Committee’s (IASC) Framework for Durable Solutions and integrates data from IOM’s Displacement Tracking Matrix (DTM) to ensure a comprehensive, evidence-based approach.","Viashirio vya SMI vinapatana na Mfumo wa Kamati ya Kudumu ya Wakala baina ya Mashirika (IASC) kwa Masuluhisho ya Kudumu na kuunganisha data kutoka kwa Mfumo wa Ufuatiliaji wa Uhamisho wa IOM (DTM) ili kuhakikisha mbinu ya kina, inayozingatia ushahidi.",Disaster/Health
"The arid and semi-arid lands (ASAL) of northern Kenya, particularly the counties of Marsabit, Mandera, Wajir, Turkana, and Garissa, continue to experience multidimensional humanitarian needs driven by the intersection of climatic shocks, chronic vulnerability, and socio-economic marginalization.","Ardhi kame na nusu kame (ASAL) kaskazini mwa Kenya, haswa kaunti za Marsabit, Mandera, Wajir, Turkana na Garissa, zinaendelea kupata mahitaji ya kibinadamu ya pande nyingi zinazoendeshwa na makutano ya majanga ya hali ya hewa, mazingira magumu sugu, na kutengwa kwa kijamii na kiuchumi.",Disaster/Health
"According to the Integrated Food Security Phase Classification, food insecurity remains a defining feature of vulnerability across ASAL counties.","Kulingana na Ainisho Jumuishi la Awamu ya Usalama wa Chakula, uhaba wa chakula unasalia kuwa kipengele bainifu cha hatari katika kaunti zote za ASAL.",Disaster/Health
"In this context, the humanitarian situation in northern Kenya has become increasingly dynamic due to the overlapping impacts of drought and flooding.","Katika muktadha huu, hali ya kibinadamu kaskazini mwa Kenya imezidi kubadilika kutokana na athari zinazoingiliana za ukame na mafuriko.",Disaster/Health
"The refugee-hosting areas, such as Dadaab refugee camp in Garissa County, Kakuma refugee camp and Kalobeyei Integrated Settlement in Turkana County, where humanitarian conditions continue to evolve amid funding constraints and policy transitions.","Maeneo yanayohifadhi wakimbizi, kama vile kambi ya wakimbizi ya Dadaab katika Kaunti ya Garissa, kambi ya wakimbizi ya Kakuma na Makazi Jumuishi ya Kalobeyei katika Kaunti ya Turkana, ambapo hali ya kibinadamu inaendelea kubadilika huku kukiwa na vikwazo vya ufadhili na mabadiliko ya sera.",Governance
"Recent reductions in humanitarian assistance, including food ration cuts and differentiated assistance approaches based on household vulnerability status, are likely to have significant implications for food consumption, indebtedness, coping strategies, social cohesion, and overall household well-being.","Kupungua kwa hivi majuzi kwa usaidizi wa kibinadamu, ikiwa ni pamoja na kupunguzwa kwa mgao wa chakula na mbinu tofauti za usaidizi kulingana na hali ya hatari ya kaya, kuna uwezekano wa kuwa na athari kubwa kwa matumizi ya chakula, madeni, mikakati ya kukabiliana, uwiano wa kijamii, na ustawi wa kaya kwa ujumla.",Disaster/Health
"During the design phase, REACH consulted with a range of humanitarian and government stakeholders to contextualize the assessment and avoid duplicating existing data collection efforts.","Wakati wa awamu ya usanifu, REACH ilishauriana na washikadau mbalimbali wa kibinadamu na serikali ili kuweka muktadha wa tathmini na kuepuka kunakili juhudi zilizopo za kukusanya data.",Governance
"This involved discussions through the NGO Refugee Group (NRG), OCHA-led sector coordination meetings, engagements with sector focal points, the NDMA, and relevant county government counterparts.","Hii ilihusisha majadiliano kupitia Kundi la Wakimbizi lisilo la Kiserikali (NRG), mikutano ya uratibu wa sekta inayoongozwa na OCHA, mashirikiano na maeneo muhimu ya kisekta, NDMA, na washirika husika wa serikali ya kaunti.",Governance
"The input gathered through these consultations helped shape indicator selection, geographic prioritization, and alignment with ongoing humanitarian analysis and planning.","Maoni yaliyokusanywa kupitia mashauriano haya yalisaidia kuunda uteuzi wa viashiria, upendeleo wa kijiografia, na upatanishi na uchambuzi na mipango inayoendelea ya kibinadamu.",Governance
"Against this backdrop, the MSNA seeks to generate comprehensive household-level evidence on the severity, distribution, and drivers of humanitarian needs across food security, nutrition, health, WASH, livelihoods, shelter, education, and protection sectors in Mandera, Wajir, Marsabit, Turkana, and Garissa counties, including refugee camps and settlements.","Kutokana na hali hii, MSNA inataka kutoa ushahidi wa kina wa ngazi ya kaya kuhusu ukali, usambazaji, na vichochezi vya mahitaji ya kibinadamu katika usalama wa chakula, lishe, afya, WASH, riziki, malazi, elimu, na sekta za ulinzi katika kaunti za Mandera, Wajir, Marsabit, Turkana na Garissa, ikijumuisha kambi za wakimbizi na makazi.",Health
"The assessment will support humanitarian actors, county governments, and development partners in identifying sectoral and geographic disparities, understanding differences between refugee and host community populations, and informing evidence-based targeting, resource allocation, and multisectoral response planning within Kenya’s evolving humanitarian landscape.","Tathmini itawasaidia wahusika wa masuala ya kibinadamu, serikali za kaunti, na washirika wa maendeleo katika kutambua tofauti za kisekta na kijiografia, kuelewa tofauti kati ya wakimbizi na jamii zinazowapokea, na kufahamisha ulengaji kulingana na ushahidi, ugawaji wa rasilimali, na upangaji wa mwitikio wa sekta mbalimbali ndani ya mazingira ya Kenya yanayoendelea ya kibinadamu.",Governance
"Heavy rainfall has been affecting a number of counties of Kenya since 21 April, causing rivers to overflow (particularly the Tana river).","Mvua kubwa imekuwa ikiathiri kaunti kadhaa za Kenya tangu tarehe 21 Aprili, na kusababisha mito kufurika (haswa mto Tana).",Disaster/Health
The resulting floods and landslides have resulted in casualties and widespread damage.,Mafuriko yaliyotokea na maporomoko ya ardhi yamesababisha hasara na uharibifu mkubwa.,Disaster/Health
"The affected counties and regions are Tana River, Mombasa, Kwale, Tharaka Nithi, Elgeyo-Marakwet, Kiambu, Eastern, Central, Coast, Nairobi and Rift Valley.","Kaunti na maeneo yaliyoathiriwa ni Tana River, Mombasa, Kwale, Tharaka Nithi, Elgeyo-Marakwet, Kiambu, Mashariki, Kati, Pwani, Nairobi na Rift Valley.",Disaster/Health
"Media report, as of 4 May, 18 fatalities, of whom nine are in the Eastern region, three in the central region, and two each in Coast, Nairobi and Rift Valley regions.","Vyombo vya habari viliripoti, kufikia tarehe 4 Mei, vifo 18, kati yao tisa viko katika eneo la Mashariki, vitatu katika eneo la kati, na viwili kila kimoja katika mikoa ya Pwani, Nairobi na Bonde la Ufa.",Disaster/Health
